Bloomington,The Pourhouse Cafe,812-339-7000,http://www.thepourhousecafe.com/,N/A,Country,,,,,,
Bloomington,The Runcible Spoon,N/A,http://www.runciblespoonrestaurant.com,50,Country,Jazz,,,,,
Bloomington,The Venue,812-339-4200,http://thevenuebloomington.com/,N/A,Any,,,,,,
Bloomington,Uncle Fester's,812-323-1023,http://www.festered.net,130,Any,,,,,,
Bloomington,Video Saloon,812-333-0064,N/A,N/A,Any,,,,,,
Bloomington,The Bishop,812-333-4700,http://www.thebishopbar.com,200,Any,,,,,,
Broad ripple,Birdys Bar and Grill,317.254.8971,http://www.birdyslive.com,N/A,Any,,,,,,
Broad ripple,spin nightclub,317.257.0000,http://www.myspace.com/spinindy,N/A,Rock,Rap,Bluegrass,,,,
Broad Ripple,The District Tap,N/A,thedistrictindy.com,N/A,Any,,,,,,
Broad Ripple,Casba Night Club,317-251-3138,http://www.casbaindy.com/,450,Edm,HipHop,Rap,,,,
Broad Ripple,Kilroys,317-257-7849,http://www.kilroysindy.com/,400,Trap,Edm,Country,Rock,Pop,HipHop,Rap.
Broad Ripple,Land Sharks,317-254-8157,http://land-sharks.com/,300,Trap,Edm,Country,Rock,Pop,HipHop,Rap
Broad Ripple,Rock Lobster,317-253-5844,http://www.Rocklobster.ws/,350,Rock,Pop,Rap,,,,
Broad Ripple,Vogue Nightclub,317-259-7029,http://www.thevogue.com/,350,Trap,Edm,Country,Rock,Pop,HipHop,Rap
Broadripple,Brothers Bar and Grill,317-252-5530,http://www.brothersbar.com/corporate_home.cfm?CFID=8837758&CFTOKEN=10a5b46eda1037ea-EF3480C5-F209-815F-CEF9C6625D5574EF,400,Edm,HipHop,Rap,Pop/Rock,,,
Carmel,Fountains Banquet Hall,(317) 566-3400,http://www.willowsonwestfield.com,300,Any,,,,,,
Carmel,Oak Hill Mansion,(317)-843-9850,http://www.oakhillmansion.com,500,Any,,,,,,
Carmel,Palladium Center of Arts,(317) 843-3800,https://www.thecenterfortheperformingarts.org,600,Orchestra,Country,,,,,
Carmel,The warehouse,317-661-1760,www.liveforthemusic.com,150,Any,,,,,,
Carmel,Carmel High school,317-846-77-21,http://www.ccs.k12.in.us/chs/home,N/A,Rap,Edm,Pop,Country,Rock,,
Carmel,Fox and hound Pub,317-844-0075,http://www.foxandhound.com/,175,Edm,Pop,Country,Rock,Rap,,
Carmel,Scotty's Brewhouse,317-644-3456,http://www.scottysbrewhouse.com/locations/carmel/,175,Country,Rock,Edm,Pop,,,
Carmel,The Palladium,855-797-3952,https://www.thecenterfortheperformingarts.org/About-Us/Venues/The-Palladium.aspx,600,Classical,Rock,Edm,Disco,,,
Chesteron,The sound cellar,(630) 779-1147,http://christopherzphoto.com/blog/?p=901,N/A,Rock,Jazz,Alternative,,,,
Chicago,Bottom Longue,(312) 666-6775,http://bottomlounge.com/,700,Rock,Rap,HipHop,,,,
Chicago,Buddy Guy's Legends,(312) 427-1190,buddyguy.com,N/A,Jazz,Soul,,,,,
Chicago,Chicago Symphony Center,312) 294-3000,cso.org,2500,Orchestra,,,,,,
Chicago,Concord Music Hall,(773) 570-4000,concordmusichall.com,500,Rock,Jazz,,,,,
Chicago,Double Door,(773) 489-3160,http://doubledoor.com/,550,Rock,Punk,HipHop,Metal,Country,,
Chicago,Elbo Room,(773) 549-5549,elboroomlive.com,193,Blues,Soul,Acoustic,,,,
Chicago,Empty Bottle,(1773) 276-3600,http://emptybottle.com/,400,Rock,Metal,Punk,Country,,,
Chicago,House of Blues,(312) 923-2000,http://www.houseofBlues.com/chicago/,1300,Rock,Rap,Metal,Jazz,HipHop,,
Chicago,Lincoln Hall,(773) 525-2501,http://www.lh-st.com,200,Any,,,,,,
Chicago,Martyrs,773) 404-9494,martyrslive.com,N/A,Rock,,,,,,
Chicago,Mayne Stage,(773) 381-4551,maynestage.com,600,Originals,Rock,Acoustic,,,,
Chicago,Metro,(773)549-4140,http://metrochicago.com/contact/,1100,Rock,Metal, Pop,Electronic,HipHop,Rap,
Chicago,Park West,(773) 929-1322,amusa.com/park-west/,700,Any,,,,,,
Chicago,Reggie's,(312) 949-0120,http://www.reggieslive.com/,500,Rock,Country,Blues,Rap,HipHop,Jazz,R & B
Chicago,Reggies,(312) 949-0120,http://www.reggieslive.com/contact/,125,Rock,Punk,,,,,
Chicago,Riviera Theatre,(773) 275-6800,http://jamusa.com/riviera-theatre/,2500,Rock,Pop,Rap,,,,
Chicago,Schubas Tavern,(773) 525-2508,http://www.lh-st.com/,155,Country,Rock,Punk,HipHop,,,
Chicago,Subterranean,(773) 278-6600,http://www.subt.net/,400,HipHop,Rock,Punk,Metal,Country,,
Chicago,The Abbey,(773) 478-4408,theabbey.com,1500, Rock,,,,,,
Chicago,The Beat Kitchen,(773) 281-4444,http://www.beatkitchen.com/,275,Any,,,,,,
Chicago,The Empty Bottle,(773) 276-3600,http://emptybottle.com/about/contact/,400,Any,,,,,,
Chicago,The Hideout,(773) 227-4433,http://www.hideoutchicago.com/,200,Rock,Metal,Punk,Jazz, Pop,,
Chicago,The United Center,(312) 455-4500,theunitedcenter.com,2500,Any,,,,,,
Chicago,The Vic,(773) 472-0449,http://jamusa.com/the-vic/,1000,Bluegrass originals,Rock,,,,,
Chicago,Wire,(708) 669-9473,wireismusic.com,N/A,Rock,Acoustic,Jazz,,,,
Cincinnati,20th Century Theater,(513) 731-8000,the20thcenturytheater.com,400,Blues,Jazz,Dance,Rock,,,
Cincinnati,Bogart's,(513) 872-8801,http://www.bogarts.com,1500,Rock,Metal,Country,Pop,,,
Cincinnati,Madison Theater,(859) 655-4800,madisontheateronline.com,500,Blues,,,,,,
Cincinnati,Memorial Hall,(513) 235-8105,http://cincinnatimemorialhall.com,600,Classical,Blues,Jazz,Acoustic,,,
Cincinnati,MOTR PUB,(513)- 381-6687,http://motrpub.com/,300,All genres (have to be 21 and up).,,,,,,
Cincinnati,Music Hall,(513) 744-3344,cincinnatiarts.org/musichall,3500,Blues,Pop,Jazz,,,,
Cincinnati,Northside Tavern,(513)-542-3603,http://www.northsidetav.com/cincy/,100,Punk,Rock,Jazz,Metal,Blues,,
Cincinnati,The 86 club,(513)-341-8686,https://www.onthemove.com/venues/view/the-86-club,550,Any,,,,,,
Cincinnati,Riverbend Music Center,(513) 232-6220,http://www.riverbend.org/,N/A,Any,,,,,,
Cincinnati,Taft Theatre,(513) 232-6220,tafttheatre.org,2500,Rock,Metal,Blues,Country,,,
Cincinnati,The Blind Lemon,(513) 241-3885,http://www.theblindlemon.com,100,Rock,Jazz,Blues,,,,
Cincinnati,The Comet,(513) 541-8900,http://cometbar.com,N/A,Any,,,,,,
Cincinnati,The Mad Frog,(513) 784-9119,themadfrog.net,250,Electronic,Rap,HipHop,,,,
Cincinnati,The REdmoor,(513) 871-6789,therEdmoor.com,100,Jazz,Blues,,,,,
Cincinnati,The Righteous Room,(513) 381-4408,http://therighteousroom.com,N/A,Pop,HipHop,90s,,,,
Cincinnati,The Woodward Theater,(513) 345-7981,woodwardtheater.com,600,Rock,Rap,Country,,,,
Cincinnati,Tin Roof,(513)-381-2176,http://www.tinroofcincinnati.com/,205,Country,Pop,Rock,Metal,,,
Cincinnati,US Bank Arena,(513) 421-4111,usbankarena.com,17500,Country,Pop,Classical,,,,
Columbus,4th Street Bar,812-376-7063,http://www.4thstreetbar.com/,400,Rock,Alternative,,,,,
Columbus,Audio Magic Entertainment,(812)343-2742,http://www.audiomagicentertainment.com/,N/A,Any,,,,,,
Columbus,Factory 12 Event Loft,812-314-0910,https://www.facebook.com/factory12,N/A,Any,,,,,,
Columbus,Harlequin Theatre,812-343-4597,http://www.theharlequintheatre.com,theatre,Rock,,,,,,
Columbus,Harlequin Theatre,812-343-4597,http://www.theharlequintheatre.com,theatre,Rock,,,,,,
Columbus,Otter Creek Clubhouse,812-579-6585,http://www.ottercreekgolf.com/aboutus/events/,200,Any,,,,,,
Columbus,Yes Cinema,812-378-0377,http://www.yescinema.org,177,Pop,Rock,,,,,
Crawfordsville,Sizzling Sound Productions,(765)362-7413,http://www.sizzlinsoundsproductions.com/,N/A,Any,,,,,,
Decatur,Vinnies Bar,(260)728-2225,https://www.facebook.com/vinniesbar/,N/A,Rock,Punk,Pop,HipHop,Metal,,
Delphi,Delphi Opera House,765-564-4300,http://www.delphioperahouse.org,N/A,Classical,,,,,,
Edinburgh,The Edinburgh Pixy Theatre,(812) 526-6513,http://www.theedinburghpixy.com,N/A,Any,,,,,,
Elkhart,Five Star Dive Bar,574-294-7500,http://www.fivestardivebar.info/,200,Any,,,,,,
Evansville,Boney June's,(812) 421-6767,https://www.facebook.com/Boney-Junes-218762292044/,150,Pop,Rock,R&B,,,,
Evansville,Lamasco Bar & Grill,812-437-0171,http://www.lamascobarandgrill.com,275,Jazz,Pop,Rock,R&B,,,
Evansville,Lanhuck's,(812)491-2222,https://www.facebook.com/lanhucks.evansville/about,N/A,Any,,,,,,
Evansville,Wired Coffee House,N/A,http://www.wiredwiredwired.com,100,Rock,Metal,Pop,,,,
Fishers,Alley AleHouse,317-773-9988,http://alleysalehouse.com/,350,Rock,Pop,Edm,,,,
Fishers,Fishers High School,317-915-4299,http://www.hse.k12.in.us/fhs/home.aspx,1400,Edm,Trap,Rap,Pop,,,
Fort Wayne,Allen County War Memorial Coliseum,260-482-9502,www.memorialcoliseum.com,130,Any,,,,,,
Fort Wayne,Bar 145,260-209-2117,bar145fortwayne.com,N/A,Any,,,,,,
Fort Wayne,C2G Music Hall,260-426-6434,c2gmusichall.com,400,Blues,Rock,Jazz,,,,
Fort Wayne,Club Soda,260-426-3442,clubsodafortwayne.com,N/A,Jazz,,,,,,
Fort Wayne,Columbia Street West,260-422-5055,www.columbiastreetwest.com,N/A,Any,,,,,,
Fort Wayne,Deer Park Lodge,260-432-8966,deerparkpub.com,N/A,Rock,,,,,,
Fort Wayne,Hebrews Fort Wayne,260-627-2720,hebrewsfortwayne.com,N/A,Religious,,,,,,
Fort Wayne,Piere's Entertainment Center,260-486-1979,http://www.itstheparty.com/,N/A,Rock,Country,Rap,,,,
Fort Wayne,Rhinehart Music Center,(260) 481-6555,http://www.ipfw.edu/rhinehart/,N/A,Any,,,,,,
Fort Wayne,Rusty Spur,(260) 755-3465,http://rustyspurbar.com/,N/A,Any,,,,,,
Fort Wayne,The Brass Rail,(260) 267-5303,http://www.Brassrailfw.com/,N/A,Metal,Rap,Rock,Punk,,,
Fort Wayne,The Philmore On Broadway,260-745-1000,www.philmoreonbroadway.com,260,Any,,,,,,
Franklin,The Gear Music Venue,(317)331-7616,https://www.facebook.com/engagethegear/,N/A,Christian Rock,,,,,,
Gary,Dirtty's Jazz & Blues Club,(219) 363-4606,http://www.dirttys.com/,50,Jazz,Blues,,,,,
Greencastle,Swizzle Stick Bar,(765)653-5788,https://www.facebook.com/theswizzlestick/,N/A,Any,,,,,,
Hammond,Horseshoe Casino,(866) 711-SHOE/7463,https://www.caesars.com/horseshoe-hammond,3400,Any,,,,,,
Helmsburg,Figtree coffee Shop and Bakery,(812) 327-9290,N/A,30,Country,,,,,,
Huntington,The Huntington Theater and Supper Club,260-454-0881,thenewhuntington.com,300,Any,,,,,,
Indianapolis,Birdys,317-254-8971,http://www.birdyslive.com/ �,415,Any,,,,,,
Indianapolis,Clowes Memorial Hall,317-940-6444,http://www.cloweshall.org/,2096,Any,,,,,,
Indianapolis,Emerson Theater,317-357-0239,http://www.emersontheater.com/,400,Alternative,HipHop,Pop,Rock,Electronic,R&B,
Indianapolis,Hilbert Circle Theatre,317-231-6798,https://www.indianapolissymphony.org/about/hilbert-circle-theatre,786,Jazz,Blues,Holiday,Classical,,,
Indianapolis,N/A,317-288-2965,http://www.su-castleton.org/su-castleton/page.html,300,Country,,,,,,
Indianapolis,Irving Theater,317-356-3355,http://www.attheirving.com,600,Alternative,Pop,Rock,Electronic,,,
Indianapolis,Madame Walker Theatre,317-236-2099,http://www.thewalkertheatre.org/,935,Alternative,HipHop,Pop,Rock,Electronic,R&B,
Indianapolis,Old National Centre,317-231-0000,http://www.oldnationalcentre.com/,2600,Rock,Country,HipHop,Rap,,,
Indianapolis,Radio Radio,317-955-0995,http://www.futureshock.net/ 250,N/A,Alternative,HipHop,Dance,Pop,Rock,,
Indianapolis,Rathskeller,317-636-0396,http://www.rathskeller.com/,500,Classical music of all types,Rock,Alternative,,,,
Indianapolis,Vogue,317-259-7029,http://www.thevogue.com/,1150,Edm,Rap,Alternative,Rock,Electronic,,
Indianapolis,Old National Centre,317-231-0000,http://www.oldnationalcentre.com/,2500,comedy,Rock,Pop,Edm,Rap,,
Indianapolis,Saddle Up Saloon and Dance Hall,317-288-2965,http://www.su-castleton.org/su-castleton/page.html,200,Country,Rock,Pop,,,,
Lafayette,Hunter's Pub Down Under,(765) 4298149,N/A,150,Any,,,,,,
Lafayette,Riehle Plaza,765-582-6648,http://www.homeofpurdue.com/whattodo/riehleplazameyersbridge.html,800,Any,,,,,,
Lafayette,The Muse,765-232-5943,http://www.themusevenue.com,300,Rock,Pop,,,,,
Lafayette,Lafayette Brewing Company,765-742-2591,https://lafbrew.com,200,Any,,,,,,
Lafayette IN,O'Bryans Nine Irish Brothers,317-964-0990,www.nineirishbrothers.com,100,Any,,,,,,
Lawrence,Chatterbox Jazz Club,(317) 636-0584,http://www.chatterboxJazz.com/,N/A,Jazz,,,,,,
Lawrence,Melody Inn,(317) 923-4704,http://www.melodyindy.com/,125,Electronic,,,,,,
Louisville,Gerstles Place,(502)742-8616,http://www.gerstles.com/,300,Rock,Metal,Punk,Metal, Rock,,
Louisville,Stevie Ray's Blues Bar,(502)582-9945,http://www.stevieraysBluesbar.com/events-page/,250,Rock,Jazz,,,,,
Louisville,Zanzabar,(502)635-9227,http://zanzabarlouisville.com/,100,Pop,Rock,Punk,Metal,,,
Lowell,DC's Country Junction,(219) 696-4955,http://www.dcCountryjunction.com/,2800,Country,,,,,,
Merrillville,D C's Country Junction,(219) 696-4955,http://www.yelp.com/biz/dcs-Country-junction-lowell,550,Country,,,,,,
Merrillville,Horseshoe Hammond,(219) 473-7000,https://www.caesars.com/horseshoe-hammond,2500,Any,,,,,,
Merrillville,Star Plaza Theatre,(219) 769-6600,http://www.starplazatheatre.com/,3400,Any,,,,,,
MIchigan City,Blue Chip Casino,(219) 879-7711,bluechipcasino.com,400,Any,,,,,,
Michigan City,St. Joseph Young Men�s Society,(219) 879-9454,http://stjoeclub.org,200,Rock,,,,,,
Mishawaka,Midway Tavern,(574) 255-0458,http://www.themidwaytavern.com/,200,Blues,,,,,,
Modoc,Wilson Wines,(765) 853-5100,http://www.wilsonwines.com/index.html,150,Bluegrass,Country,,,,,
Muncie,AcousticRoom,(765) 748-8750,http://www.Acousticroommuncie.com/,109,Blues,,,,,,
Muncie,Be Here Now,765-216-6754,http://beherenowmusic.com,200,Rock,,,,,,
Muncie,Brothers,(765) 287-8297,http://brothersbar.com/location_home.cfm,250,Rock,Pop,,,,,
Muncie,Cannon Commons,765-282-7897,http://www.munciethreetrailsmusicseries.org/,750,Rock,Country,,,,,
Muncie,Delaware Fairgrounds,765-288-1854,http://www.delawarecountyfair.net/facility-rentals/,775,Country,Rock,,,,,
Muncie,Horizon Convention,888-288-8860,http://www.horizonconvention.com/,200,Classical,Rock,Country,HipHop,,,
Muncie,Minnetrista,765-287-3506,http://www.minnetrista.net/space-rental/,200,Classical,Bluegrass,,,,,
Muncie,The Fickled Peach,(765) 282-5211,https://www.facebook.com/pages/The-Fickle-Peach/152691621455938,50,Country,Rock,,,,,
Muncie,The Living Room,(765) 215-6058,http://www.thelivingroommuncie.com/,200,Religious,,,,,,
Muncie,The Valhalla Room/ Heorot,(756) 287-0173,http://theheorotpub.com/,200,Rock,Blues,,,,,
Munster,Rising Star - DJ & Karaoke,(219) 836-7827,N/A,325,Any,,,,,,
Nashville,Brown County Playhouse,(812) 988-6555,www.brownCountryplayhouse.org 200 people,200,Rock,Pop,,,,,
Nashville,Chateau Thomas Winery,(812) 988-8500,www.chateauthomas.com,50,Jazz,,,,,,
Nashville,Country Gospel Music Church,(812) 988-1288,www.Countrygospelmusicchurch.com,100,Religious,,,,,,
Nashville,Foxfire Park,N/A,http://www.foxfiremarket.com,200,Country,Rock,,,,,
Nashville,Mikes Music and Dance Barn,(812)988-8636,http://mikesmusicbarn.com/,N/A,Country,Ballroom,Oldies,,,,
Nashville,Joybell Theater,(812)988-2166,http://www.joybelltheater.com/,N/A,Religious,,,,,,
Nashville,Mike's Music & Dance Barn,(812) 988-8636,www.mikesmusicbarn.com,200,Country,Oldies,,,,,
Nashville,Muddy Boots,(812) 988-02356,www.pineroomtavern.net,80,Rock,Pop,Country,,,,
Nashville,Out of the Ordinary Restaurant,(812) 788-9730,outoftheo.com 100,N/A,Rock,Country,,,,,
Nashville,Palace Theatre of Brown County,(812) 988-2101,www.bestofbrowncounty.com,150,Country,Rock,Oldies,,,,
New Buffalo,Hard Rock Cafe,(866) 494-6371,http://www.hardRock.com/cafes/four-winds/,275,Rock,,,,,,
New Castle,Hoosiers Daddy,(765) 521-3660,https://local.yahoo.com/info-28956004-hoosiers-daddy-new-castle,50,Rock,Country,Blues,,,,
New Castle,Mecca Pool Room,(765) 529-9922,https://www.chamberofcommerce.com/new-castle-in/2577305-mecca-pool-room,80,Rock,Country,,,,,
New Castle,Old Ice House Tavern,(765) 529-9990,https://www.facebook.com/Ice-House-Tavern-157541627420/,75,Blues,Bluegrass,Country,,,,
New Castle,Scooters Bar & Grill,(765) 529-9711,https://foursquare.com/v/scooters-bar-and-grill/4d56a2f2e7f1a1cd820709a5,50,Rock,Classic,Country,,,,
Noblesville,Forest Park,317-776-6350,http://www.cityofnoblesville.org/parks/,3000,Any,,,,,,
Noblesville,Klipsch Music Center,(317) 776-8181,http://www.noblesvilleamphitheater.com,24,Pop,Rap,R&B,Country,,,
Noblesville,Mill Top Banquet Hall,317-219-3450,http://milltop-indy.com/newsite/,100,Country,,,,,,
Noblesville,R.L. Wilson House,317-770-9399,http://rlwilsonhouse.net/,N/A,Any,,,,,,
Noblesville,Klipsch Music Center,317-776-8181,http://www.noblesvilleamphitheater.com/,24,Trap,Edm,Country,Rock,Pop,HipHop,Rap
Paragon,Country Boys Restaurant,(602)433-2192,https://www.facebook.com/CountryBoysRestaurant/,N/A,Any,,,,,,
Portage,HOTorNOT,(219) 762-1984,http://hotornotcajun.com/,N/A,Blues,Jazz,,,,,
Portage,Park West,(773) 929-1322,www.parkwestchicago.com,700,Any,,,,,,
Richmond,Civic Hall Performing Center,765-973-3350,http://civichall.com/,936,Brass,,,,,,
Richmond,CVPA Lingle Recital Hall- ,(765) 983-1200,http://www.earlham.edu/alumni/article/?id=28060&r=4948,250,Jazz,Classical,,,,,
Richmond,J and J Winery,(765) 965-9463,http://jjwinery.com,250,Rock,Blues,Country,Classic,,,
Richmond,The Outlet- (765) 993-7858,,https://www.facebook.com/The-Outlet-209465109064010/,200,Rock,,,,,,
Seymour,On The Rox,(812)522-8359,https://www.facebook.com/On-The-Rox-535205159867404/,N/A,Any,,,,,,
Shelbyville,Indiana Live Casino and Racing,(877) 386-4463,http://indianagrand.com,N/A,Any,,,,,,
South Bend,Club Fever,(574) 234-5200,https://www.facebook.com/clubfeversouthbend/,500,Any,,,,,,
South Bend,Merriman's Playhouse,(574) 329-3430,http://merrimansplayhouse.com/,100,Jazz,,,,,,
South Bend,Morris Performing Arts Center,(574) 235-9190,http://morriscenter.org/,1000,Any,,,,,,
St. Joseph,Czars 505,(269) 983-1166,http://www.czars.com/-/,50,Country,,,,,,
Syracuse,Oakwood Event Center,(574)337-1780,http://www.oakwoodresort.com/#!oakwood-event-center/c7vo,500,Any,,,,,,
Tinley Park,Hollywood Casino Amphitheatre,(708) 614-1616,http://www.livenation.com/venues/14482/hollywood-casino-amphitheatre-chicago-il,200,Any,,,,,,
valparaiso,Big Shots,219-850-4932,www.bigshotsvalpo.com,N/A,Any,,,,,,
Valparaiso,Brando's Bar,(219) 926-3050,brandosbarporter.com,100,Jazz,Rock,,,,,
Valparaiso,Chicago Street Theatre,(219) 464-1636,http://www.chicagostreet.org/,130,Any,,,,,,
Valparaiso,Memorial Opera House,219-548-9137,http://www.memorialoperahouse.com/,350,Any,,,,,,
Valparaiso,Music Men Inc.,(219) 465-1133,http://www.manta.com/c/mmc91m9/music-men-inc,500,Rock,,,,,,
Valparaiso,Taltree Arboretum & Gardens,(219) 462-0025,http://www.taltree.org/,N/A,Any,,,,,,
Valparasio,Butterfield Family Pavilion,(219)462-5144,http://www.ci.valparaiso.in.us/Facilities.aspx?Page=detail&RID=20&utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot,250,Any,,,,,,
Valparasio,Center for the Arts Theatre,219-464-5162,http://www.valpo.edu/center-for-the-arts/,N/A,Any,,,,,,
valparasio,central park plaza,219-464-8332,ci.valparaiso.in.us,no size given- outdoor Amphitheater,Any,,,,,,
Valparasio,Front Porch Music,(219) 464-4700,http://www.frontporchmusic.com/,open stage-outdoor seating,Any,,,,,,
Valparasio,Goodfellas,(219) 464-0801,http://www.goodfellascedarlake.com/,250,Any,,,,,,
Valparasio,The Porter Heath Ampitheatre,No phone number given,http://www.yelp.com/biz/the-porter-health-amphitheater-valparaiso,200,Any,,,,,,
Valporasio,the Porter Health Amphitheater,(219) 462-5144,https://www.ci.valparaiso.in.us/facilities.aspx?RID=35&Page=detail,N/A,Any,,,,,,
West Lafayette,Carnahan Hall,(765) 4209500,http://www.carnahanhall.com,500,Any,,,,,,
West Lafayette,Elliot Hall of Music,(765) 4943937,www.housing.purdue.edu/html/HallOfMusic/,500,Any,,,,,,
West Lafayette,Hilton Garden Inn West Lafayette Wabash Landing,(765) 7432100,http://hiltongardeninn3.hilton.com/en/hotels/indiana/hiltongardeninnwestlafayettewab ashlandingLAFWLGI/index.html?,N/A,Any,,,,,,
West Lafayette,Lafayette Symphony Orchestra,765) 7426463,www.lafayettesymphony.com/,400,symphonic,orchestral,,,,,
West Lafayette,Long Center for the Performing Arts,(765) 7425664,www.longpac.org,N/A,broadway,Classical,,,,,
West Lafayette,Merou Grotto,(765) 4632621,www.merougrotto.com,100,Jazz,Classical,Blues,Rock,,,
West Lafayette,Tippecanoe County Ampitheatre,(765) 4632211,http://www.tippecanoe.in.gov/department/?structureid=29,800,Jazz,Classical,,,,,
WestLafayette,LafayetteTheater,765-742-4080,lafayettetheater.com,,Classical,Pop,Jazz,,,,
Yorktown,Morrows Meadows,765-759-4003,http://www.yorktownindiana.org/category/subcategory.php?categoryid=8,500,Classical,,,,,,
